,Unnamed: 0,Chord,Composer,File,NormalForm,Offset,PCsInNormalForm,beatNumber,measureNumber,pieceNumber,pieceName,movementName,genre,publicationYear,Epoch,Source,fileFormat,phraseAnalysis,fileConversion,getChords,Common Names,Contains 7th,isExtended,extendedInd
19704,19704,<music21.chord.Chord D5 B-5 G4 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 7]",230,"[7, 10, 2]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
19705,19705,<music21.chord.Chord D5 B-5 G4 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 7]",230,"[7, 10, 2]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,minor triad,FALSE,Not Extended Chord,0
19708,19708,<music21.chord.Chord F5 A5 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",231,"[5, 9, 0]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19709,19709,<music21.chord.Chord F5 A5 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",231,"[5, 9, 0]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19710,19710,<music21.chord.Chord D5 B-5 G4 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 7]",232,"[7, 10, 2]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
19711,19711,<music21.chord.Chord D5 B-5 G4 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 7]",232,"[7, 10, 2]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,minor triad,FALSE,Not Extended Chord,0
19714,19714,<music21.chord.Chord D5 D6 F#4 A4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",233,"[2, 6, 9]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19715,19715,<music21.chord.Chord D5 D6 F#4 A4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",233,"[2, 6, 9]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19716,19716,<music21.chord.Chord D5 B-5 G4 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 7]",234,"[7, 10, 2]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
19717,19717,<music21.chord.Chord D5 B-5 G4 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 7]",234,"[7, 10, 2]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,minor triad,FALSE,Not Extended Chord,0
19720,19720,<music21.chord.Chord F5 A5 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",235,"[5, 9, 0]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19721,19721,<music21.chord.Chord F5 A5 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",235,"[5, 9, 0]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19722,19722,<music21.chord.Chord D5 B-5 G4 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 7]",236,"[7, 10, 2]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
19723,19723,<music21.chord.Chord D5 B-5 G4 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 7]",236,"[7, 10, 2]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,minor triad,FALSE,Not Extended Chord,0
19726,19726,<music21.chord.Chord F5 A5 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",237,"[5, 9, 0]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19727,19727,<music21.chord.Chord F5 A5 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",237,"[5, 9, 0]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19728,19728,<music21.chord.Chord D5 B-5 G4 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 7]",238,"[7, 10, 2]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
19729,19729,<music21.chord.Chord D5 B-5 G4 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 7]",238,"[7, 10, 2]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,minor triad,FALSE,Not Extended Chord,0
19732,19732,<music21.chord.Chord F5 A5 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",239,"[5, 9, 0]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19733,19733,<music21.chord.Chord F5 A5 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",239,"[5, 9, 0]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19734,19734,<music21.chord.Chord D5 B-5 G4 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 7]",240,"[7, 10, 2]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
19735,19735,<music21.chord.Chord D5 B-5 G4 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 7]",240,"[7, 10, 2]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,minor triad,FALSE,Not Extended Chord,0
19738,19738,<music21.chord.Chord F5 A5 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",241,"[5, 9, 0]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19739,19739,<music21.chord.Chord F5 A5 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",241,"[5, 9, 0]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19742,19742,<music21.chord.Chord A5 C6 F4 A4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",242,"[5, 9, 0]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19743,19743,<music21.chord.Chord A5 C6 F4 A4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",242,"[5, 9, 0]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19746,19746,<music21.chord.Chord F5 A5 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",243,"[5, 9, 0]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19747,19747,<music21.chord.Chord F5 A5 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",243,"[5, 9, 0]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19750,19750,<music21.chord.Chord B-5 D6 E4 G4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 2, 5, 8]",244,"[2, 4, 7, 10]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,half-diminished seventh chord,TRUE,Extended Chord,1
19751,19751,<music21.chord.Chord B-5 D6 E4 G4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 2, 5, 8]",244,"[2, 4, 7, 10]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,half-diminished seventh chord,TRUE,Extended Chord,1
19754,19754,<music21.chord.Chord G5 B-5 G4 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3]",245,"[7, 10]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Minor Third,FALSE,Not Extended Chord,0
19755,19755,<music21.chord.Chord G5 B-5 G4 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3]",245,"[7, 10]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Minor Third,FALSE,Not Extended Chord,0
19758,19758,<music21.chord.Chord B-5 D6 E4 G4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 2, 5, 8]",246,"[2, 4, 7, 10]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,half-diminished seventh chord,TRUE,Extended Chord,1
19759,19759,<music21.chord.Chord B-5 D6 E4 G4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 2, 5, 8]",246,"[2, 4, 7, 10]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,half-diminished seventh chord,TRUE,Extended Chord,1
19762,19762,<music21.chord.Chord F5 A5 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",247,"[5, 9, 0]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19763,19763,<music21.chord.Chord F5 A5 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",247,"[5, 9, 0]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19766,19766,<music21.chord.Chord A5 C6 F4 A4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",248,"[5, 9, 0]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19767,19767,<music21.chord.Chord A5 C6 F4 A4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",248,"[5, 9, 0]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19770,19770,<music21.chord.Chord F5 A5 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",249,"[5, 9, 0]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19771,19771,<music21.chord.Chord F5 A5 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",249,"[5, 9, 0]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19774,19774,<music21.chord.Chord B-5 D6 E4 G4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 2, 5, 8]",250,"[2, 4, 7, 10]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,half-diminished seventh chord,TRUE,Extended Chord,1
19775,19775,<music21.chord.Chord B-5 D6 E4 G4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 2, 5, 8]",250,"[2, 4, 7, 10]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,half-diminished seventh chord,TRUE,Extended Chord,1
19778,19778,<music21.chord.Chord G5 B-5 G4 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3]",251,"[7, 10]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Minor Third,FALSE,Not Extended Chord,0
19779,19779,<music21.chord.Chord G5 B-5 G4 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3]",251,"[7, 10]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Minor Third,FALSE,Not Extended Chord,0
19782,19782,<music21.chord.Chord B-5 D6 E4 G4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 2, 5, 8]",252,"[2, 4, 7, 10]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,half-diminished seventh chord,TRUE,Extended Chord,1
19783,19783,<music21.chord.Chord B-5 D6 E4 G4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 2, 5, 8]",252,"[2, 4, 7, 10]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,half-diminished seventh chord,TRUE,Extended Chord,1
19786,19786,<music21.chord.Chord F5 A5 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",253,"[5, 9, 0]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19787,19787,<music21.chord.Chord F5 A5 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",253,"[5, 9, 0]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19790,19790,<music21.chord.Chord A5 C6 F4 A4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",254,"[5, 9, 0]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19791,19791,<music21.chord.Chord A5 C6 F4 A4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",254,"[5, 9, 0]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19794,19794,<music21.chord.Chord F5 A5 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",255,"[5, 9, 0]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19795,19795,<music21.chord.Chord F5 A5 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",255,"[5, 9, 0]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19798,19798,<music21.chord.Chord A5 C6 F4 A4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",256,"[5, 9, 0]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19799,19799,<music21.chord.Chord A5 C6 F4 A4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",256,"[5, 9, 0]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19802,19802,<music21.chord.Chord F5 A5 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",257,"[5, 9, 0]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19803,19803,<music21.chord.Chord F5 A5 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",257,"[5, 9, 0]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19806,19806,<music21.chord.Chord A5 C6 F4 A4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",258,"[5, 9, 0]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19807,19807,<music21.chord.Chord A5 C6 F4 A4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",258,"[5, 9, 0]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19810,19810,<music21.chord.Chord F5 A5 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",259,"[5, 9, 0]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19811,19811,<music21.chord.Chord F5 A5 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",259,"[5, 9, 0]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19812,19812,<music21.chord.Chord G5 B-5 G4 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3]",260,"[7, 10]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Minor Third,FALSE,Not Extended Chord,0
19813,19813,<music21.chord.Chord G5 B-5 G4 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3]",260,"[7, 10]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Minor Third,FALSE,Not Extended Chord,0
19814,19814,<music21.chord.Chord A5 C6 F4 A4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",261,"[5, 9, 0]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
19815,19815,<music21.chord.Chord A5 C6 F4 A4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4, 7]",261,"[5, 9, 0]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,major triad,FALSE,Not Extended Chord,0
19816,19816,<music21.chord.Chord G5 B-5 D5 F5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 5, 8]",262,"[2, 5, 7, 10]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,minor seventh chord,TRUE,Extended Chord,1
19817,19817,<music21.chord.Chord G5 B-5 D5 F5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 5, 8]",262,"[2, 5, 7, 10]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,minor seventh chord,TRUE,Extended Chord,1
19818,19818,<music21.chord.Chord A5 C6 C5 E-5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 6]",263,"[9, 0, 3]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,diminished triad,FALSE,Not Extended Chord,0
19819,19819,<music21.chord.Chord A5 C6 C5 E-5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 6]",263,"[9, 0, 3]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,diminished triad,FALSE,Not Extended Chord,0
19820,19820,<music21.chord.Chord B-5 D6 B-4 D5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",264,"[10, 2]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Major Third,FALSE,Not Extended Chord,0
19821,19821,<music21.chord.Chord B-5 D6 B-4 D5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",264,"[10, 2]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Major Third,FALSE,Not Extended Chord,0
19822,19822,<music21.chord.Chord A5 C6 C5 E5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 7]",266,"[9, 0, 4]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
19823,19823,<music21.chord.Chord A5 C6 C5 E5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 7]",266,"[9, 0, 4]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,minor triad,FALSE,Not Extended Chord,0
19824,19824,<music21.chord.Chord B-5 D6 B-4 D5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",267,"[10, 2]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Major Third,FALSE,Not Extended Chord,0
19825,19825,<music21.chord.Chord B-5 D6 B-4 D5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",267,"[10, 2]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Major Third,FALSE,Not Extended Chord,0
19826,19826,<music21.chord.Chord C6 E6 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 7]",268,"[9, 0, 4]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
19827,19827,<music21.chord.Chord C6 E6 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 7]",268,"[9, 0, 4]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,minor triad,FALSE,Not Extended Chord,0
19828,19828,<music21.chord.Chord B-5 D6 B-4 D5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",269,"[10, 2]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Major Third,FALSE,Not Extended Chord,0
19829,19829,<music21.chord.Chord B-5 D6 B-4 D5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 4]",269,"[10, 2]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Major Third,FALSE,Not Extended Chord,0
19830,19830,<music21.chord.Chord C6 E6 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 7]",270,"[9, 0, 4]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
19831,19831,<music21.chord.Chord C6 E6 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 7]",270,"[9, 0, 4]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,minor triad,FALSE,Not Extended Chord,0
19832,19832,<music21.chord.Chord D6 F6 G4 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 5, 8]",271,"[2, 5, 7, 10]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,minor seventh chord,TRUE,Extended Chord,1
19833,19833,<music21.chord.Chord D6 F6 G4 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 5, 8]",271,"[2, 5, 7, 10]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,minor seventh chord,TRUE,Extended Chord,1
19834,19834,<music21.chord.Chord C6 E6 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 7]",276,"[9, 0, 4]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
19835,19835,<music21.chord.Chord C6 E6 A4 C5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 7]",276,"[9, 0, 4]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,minor triad,FALSE,Not Extended Chord,0
19836,19836,<music21.chord.Chord D6 F6 G4 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 5, 8]",277,"[2, 5, 7, 10]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,minor seventh chord,TRUE,Extended Chord,1
19837,19837,<music21.chord.Chord D6 F6 G4 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 5, 8]",277,"[2, 5, 7, 10]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,minor seventh chord,TRUE,Extended Chord,1
19838,19838,<music21.chord.Chord D6 F6 G4 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 5, 8]",280,"[2, 5, 7, 10]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,minor seventh chord,TRUE,Extended Chord,1
19839,19839,<music21.chord.Chord D6 F6 G4 B-4>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3, 5, 8]",280,"[2, 5, 7, 10]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,minor seventh chord,TRUE,Extended Chord,1
19840,19840,<music21.chord.Chord D5 F5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3]",283,"[2, 5]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Minor Third,FALSE,Not Extended Chord,0
19841,19841,<music21.chord.Chord D5 F5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3]",283,"[2, 5]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Minor Third,FALSE,Not Extended Chord,0
19842,19842,<music21.chord.Chord G5 B-5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3]",286,"[7, 10]",,,piece6,S248,La Cloches Sonne C Minor,CharacterPiece,1850,1820-1869,YCAC,CSV,Y,,,Minor Third,FALSE,Not Extended Chord,0
19843,19843,<music21.chord.Chord G5 B-5>,Liszt,Lighting the Tree S186 F Major.mid,"[0, 3]",286,"[7, 10]",,,piece16,S186 Lighting the Tree F Major,,CharacterPiece,1876,1870-1919,YCAC,CSV,N,,,Minor Third,FALSE,Not Extended Chord,0
